fired,id,year,tm,exp,tenure,poc,prior_hc_stops,prior_hc_seasons,prior_win_pct,prior_w_plyf,prior_sb_wins,prior_sb_apps,prior_coy_share,career_sb_wins,career_sb_apps,years_since_last_hc,prehire_win_pct_1,prehire_round_1,prehire_win_pct_2,prehire_round_2,prehire_win_pct_3,prehire_round_3,age_t0,playoff_round_t0,win_pct_t0,w_plyf_t0,coy_share_t0,coy_rank_t0,tenure_idx_t0,age_t1,playoff_round_t1,win_pct_t1,w_plyf_t1,coy_share_t1,coy_rank_t1,tenure_idx_t1,age_t2,playoff_round_t2,win_pct_t2,w_plyf_t2,coy_share_t2,coy_rank_t2,tenure_idx_t2,age_t3,playoff_round_t3,win_pct_t3,w_plyf_t3,coy_share_t3,coy_rank_t3,tenure_idx_t3,age_t4,playoff_round_t4,win_pct_t4,w_plyf_t4,coy_share_t4,coy_rank_t4,tenure_idx_t4
0,LewiMa0,2015,CIN,13,13,1,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.375,0.0,0.25,0.0,57.0,1,0.75,0.0,0.0,,13,56.0,1.0,0.6666666666666666,0.0,0.0,,12.0,55.0,1.0,0.6875,0.0,0.0,,11.0,54.0,1.0,0.625,0.0,0.0,,10.0,53.0,1.0,0.5625,0.0,0.0,,9.0
0,LewiMa0,2016,CIN,14,14,1,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.375,0.0,0.25,0.0,58.0,0,0.4,0.0,0.0,,14,57.0,1.0,0.75,0.0,0.0,,13.0,56.0,1.0,0.6666666666666666,0.0,0.0,,12.0,55.0,1.0,0.6875,0.0,0.0,,11.0,54.0,1.0,0.625,0.0,0.0,,10.0
0,LewiMa0,2017,CIN,15,15,1,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.375,0.0,0.25,0.0,59.0,0,0.4375,0.0,0.0,,15,58.0,0.0,0.4,0.0,0.0,,14.0,57.0,1.0,0.75,0.0,0.0,,13.0,56.0,1.0,0.6666666666666666,0.0,0.0,,12.0,55.0,1.0,0.6875,0.0,0.0,,11.0
1,LewiMa0,2018,CIN,16,16,1,0,0,,0.0,0,0,0.0,0,0,,0.125,0.0,0.375,0.0,0.25,0.0,60.0,0,0.375,0.0,0.0,,16,59.0,0.0,0.4375,0.0,0.0,,15.0,58.0,0.0,0.4,0.0,0.0,,14.0,57.0,1.0,0.75,0.0,0.0,,13.0,56.0,1.0,0.6666666666666666,0.0,0.0,,12.0
0,LineSc0,2006,STL,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.5,2.0,0.75,2.0,43.0,0,0.5,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LineSc0,2007,STL,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.5,2.0,0.75,2.0,44.0,0,0.1875,0.0,0.0,,2,43.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,LineSc0,2008,STL,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.5,2.0,0.75,2.0,45.0,0,0.0,0.0,0.0,,3,44.0,0.0,0.1875,0.0,0.0,,2.0,43.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,LynnAn0,2017,LAC,1,1,1,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.25,0.0,0.563,0.0,49.0,0,0.5625,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LynnAn0,2018,LAC,2,2,1,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.25,0.0,0.563,0.0,50.0,2,0.75,1.0,0.2,2.0,2,49.0,0.0,0.5625,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,LynnAn0,2019,LAC,3,3,1,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.25,0.0,0.563,0.0,51.0,0,0.3125,0.0,0.0,,3,50.0,2.0,0.75,1.0,0.2,2.0,2.0,49.0,0.0,0.5625,0.0,0.0,,1.0,,,,,,,,,,,,,,
1,LynnAn0,2020,LAC,4,4,1,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.25,0.0,0.563,0.0,52.0,0,0.4375,0.0,0.0,,4,51.0,0.0,0.3125,0.0,0.0,,3.0,50.0,2.0,0.75,1.0,0.2,2.0,2.0,49.0,0.0,0.5625,0.0,0.0,,1.0,,,,,,,
0,MacdMi0,2024,SEA,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.529,0.0,0.529,1.0,0.412,0.0,37.0,0,0.5882352941176471,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MacdMi0,2025,SEA,2,2,0,0,0,,0.0,0,0,0.0,1,1,,0.529,0.0,0.529,1.0,0.412,0.0,38.0,5,0.8235294117647058,3.0,0.188,3.0,2,37.0,0.0,0.5882352941176471,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MackJo0,1983,KAN,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.333,0.0,0.563,0.0,0.5,0.0,40.0,0,0.375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MackJo0,1984,KAN,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.333,0.0,0.563,0.0,0.5,0.0,41.0,0,0.5,0.0,0.0,,2,40.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MackJo0,1985,KAN,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.333,0.0,0.563,0.0,0.5,0.0,42.0,0,0.375,0.0,0.0,,3,41.0,0.0,0.5,0.0,0.0,,2.0,40.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,,,,,,,,
1,MackJo0,1986,KAN,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.333,0.0,0.563,0.0,0.5,0.0,43.0,1,0.625,0.0,0.0,,4,42.0,0.0,0.375,0.0,0.0,,3.0,41.0,0.0,0.5,0.0,0.0,,2.0,40.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,
0,MaddJo0,1970,OAK,1,1,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,34.0,3,0.6666666666666666,1.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MaddJo0,1971,OAK,2,2,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,35.0,0,0.6666666666666666,0.0,0.0,,2,34.0,3.0,0.6666666666666666,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MaddJo0,1972,OAK,3,3,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,36.0,2,0.7692307692307693,0.0,0.0,,3,35.0,0.0,0.6666666666666666,0.0,0.0,,2.0,34.0,3.0,0.6666666666666666,1.0,0.0,,1.0,,,,,,,,,,,,,,
0,MaddJo0,1973,OAK,4,4,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,37.0,3,0.6923076923076923,1.0,0.0,,4,36.0,2.0,0.7692307692307693,0.0,0.0,,3.0,35.0,0.0,0.6666666666666666,0.0,0.0,,2.0,34.0,3.0,0.6666666666666666,1.0,0.0,,1.0,,,,,,,
0,MaddJo0,1974,OAK,5,5,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,38.0,3,0.8571428571428571,1.0,0.051,4.0,5,37.0,3.0,0.6923076923076923,1.0,0.0,,4.0,36.0,2.0,0.7692307692307693,0.0,0.0,,3.0,35.0,0.0,0.6666666666666666,0.0,0.0,,2.0,34.0,3.0,0.6666666666666666,1.0,0.0,,1.0
0,MaddJo0,1975,OAK,6,6,0,0,0,,0.0,0,0,0.0,0,0,,,,,,,,39.0,3,0.7857142857142857,1.0,0.0,,6,38.0,3.0,0.8571428571428571,1.0,0.051,4.0,5.0,37.0,3.0,0.6923076923076923,1.0,0.0,,4.0,36.0,2.0,0.7692307692307693,0.0,0.0,,3.0,35.0,0.0,0.6666666666666666,0.0,0.0,,2.0
0,MaddJo0,1976,OAK,7,7,0,0,0,,0.0,0,0,0.0,1,1,,,,,,,,40.0,5,0.9285714285714286,3.0,0.036,5.0,7,39.0,3.0,0.7857142857142857,1.0,0.0,,6.0,38.0,3.0,0.8571428571428571,1.0,0.051,4.0,5.0,37.0,3.0,0.6923076923076923,1.0,0.0,,4.0,36.0,2.0,0.7692307692307693,0.0,0.0,,3.0
0,MaddJo0,1977,OAK,8,8,0,0,0,,0.0,0,0,0.0,1,1,,,,,,,,41.0,3,0.7857142857142857,1.0,0.0,,8,40.0,5.0,0.9285714285714286,3.0,0.036,5.0,7.0,39.0,3.0,0.7857142857142857,1.0,0.0,,6.0,38.0,3.0,0.8571428571428571,1.0,0.051,4.0,5.0,37.0,3.0,0.6923076923076923,1.0,0.0,,4.0
0,MaddJo0,1978,OAK,9,9,0,0,0,,0.0,0,0,0.0,1,1,,,,,,,,42.0,0,0.5625,0.0,0.0,,9,41.0,3.0,0.7857142857142857,1.0,0.0,,8.0,40.0,5.0,0.9285714285714286,3.0,0.036,5.0,7.0,39.0,3.0,0.7857142857142857,1.0,0.0,,6.0,38.0,3.0,0.8571428571428571,1.0,0.051,4.0,5.0
0,MalaRa0,1978,RAM,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.714,2.0,0.75,3.0,0.857,3.0,48.0,3,0.75,1.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MalaRa0,1979,RAM,2,2,0,0,0,,0.0,0,0,0.0,0,1,,0.714,2.0,0.75,3.0,0.857,3.0,49.0,4,0.5625,2.0,0.0,,2,48.0,3.0,0.75,1.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MalaRa0,1980,RAM,3,3,0,0,0,,0.0,0,0,0.0,0,1,,0.714,2.0,0.75,3.0,0.857,3.0,50.0,1,0.6875,0.0,0.0,,3,49.0,4.0,0.5625,2.0,0.0,,2.0,48.0,3.0,0.75,1.0,0.0,,1.0,,,,,,,,,,,,,,
0,MalaRa0,1981,RAM,4,4,0,0,0,,0.0,0,0,0.0,0,1,,0.714,2.0,0.75,3.0,0.857,3.0,51.0,0,0.375,0.0,0.0,,4,50.0,1.0,0.6875,0.0,0.0,,3.0,49.0,4.0,0.5625,2.0,0.0,,2.0,48.0,3.0,0.75,1.0,0.0,,1.0,,,,,,,
1,MalaRa0,1982,RAM,5,5,0,0,0,,0.0,0,0,0.0,0,1,,0.714,2.0,0.75,3.0,0.857,3.0,52.0,0,0.2222222222222222,0.0,0.0,,5,51.0,0.0,0.375,0.0,0.0,,4.0,50.0,1.0,0.6875,0.0,0.0,,3.0,49.0,4.0,0.5625,2.0,0.0,,2.0,48.0,3.0,0.75,1.0,0.0,,1.0
0,MangEr0,2006,NYJ,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,2.0,0.375,0.0,35.0,1,0.625,0.0,0.06,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MangEr0,2007,NYJ,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,2.0,0.375,0.0,36.0,0,0.25,0.0,0.0,,2,35.0,1.0,0.625,0.0,0.06,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,MangEr0,2008,NYJ,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,2.0,0.375,0.0,37.0,0,0.5625,0.0,0.0,,3,36.0,0.0,0.25,0.0,0.0,,2.0,35.0,1.0,0.625,0.0,0.06,2.0,1.0,,,,,,,,,,,,,,
0,MangEr0,2009,CLE,4,1,0,1,3,0.4791666666666667,0.0,0,0,0.06,0,0,0.0,0.25,0.0,0.625,0.0,0.25,0.0,38.0,0,0.3125,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MangEr0,2010,CLE,5,2,0,1,3,0.4791666666666667,0.0,0,0,0.06,0,0,0.0,0.25,0.0,0.625,0.0,0.25,0.0,39.0,0,0.3125,0.0,0.0,,2,38.0,0.0,0.3125,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1975,BAL,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,0.286,0.0,0.357,0.0,44.0,2,0.7142857142857143,0.0,0.654,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1976,BAL,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,0.286,0.0,0.357,0.0,45.0,2,0.7857142857142857,0.0,0.018,6.0,2,44.0,2.0,0.7142857142857143,0.0,0.654,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1977,BAL,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,0.286,0.0,0.357,0.0,46.0,2,0.7142857142857143,0.0,0.0,,3,45.0,2.0,0.7857142857142857,0.0,0.018,6.0,2.0,44.0,2.0,0.7142857142857143,0.0,0.654,1.0,1.0,,,,,,,,,,,,,,
0,MarcTe0,1978,BAL,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,0.286,0.0,0.357,0.0,47.0,0,0.3125,0.0,0.0,,4,46.0,2.0,0.7142857142857143,0.0,0.0,,3.0,45.0,2.0,0.7857142857142857,0.0,0.018,6.0,2.0,44.0,2.0,0.7142857142857143,0.0,0.654,1.0,1.0,,,,,,,
1,MarcTe0,1979,BAL,5,5,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,0.286,0.0,0.357,0.0,48.0,0,0.3125,0.0,0.0,,5,47.0,0.0,0.3125,0.0,0.0,,4.0,46.0,2.0,0.7142857142857143,0.0,0.0,,3.0,45.0,2.0,0.7857142857142857,0.0,0.018,6.0,2.0,44.0,2.0,0.7142857142857143,0.0,0.654,1.0,1.0
0,MarcTe0,1992,IND,6,1,0,1,5,0.5540540540540541,0.0,0,0,0.672,0,0,12.0,0.063,0.0,0.438,0.0,0.5,0.0,61.0,0,0.5625,0.0,0.076,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1993,IND,7,2,0,1,5,0.5540540540540541,0.0,0,0,0.672,0,0,12.0,0.063,0.0,0.438,0.0,0.5,0.0,62.0,0,0.25,0.0,0.0,,2,61.0,0.0,0.5625,0.0,0.076,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1994,IND,8,3,0,1,5,0.5540540540540541,0.0,0,0,0.672,0,0,12.0,0.063,0.0,0.438,0.0,0.5,0.0,63.0,0,0.5,0.0,0.0,,3,62.0,0.0,0.25,0.0,0.0,,2.0,61.0,0.0,0.5625,0.0,0.076,6.0,1.0,,,,,,,,,,,,,,
1,MarcTe0,1995,IND,9,4,0,1,5,0.5540540540540541,0.0,0,0,0.672,0,0,12.0,0.063,0.0,0.438,0.0,0.5,0.0,64.0,3,0.5625,2.0,0.0,,4,63.0,0.0,0.5,0.0,0.0,,3.0,62.0,0.0,0.25,0.0,0.0,,2.0,61.0,0.0,0.5625,0.0,0.076,6.0,1.0,,,,,,,
0,MarcTe0,1996,BAL,10,1,0,2,9,0.5144927536231884,2.0,0,0,0.748,0,0,0.0,,,,,,,65.0,0,0.25,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MarcTe0,1997,BAL,11,2,0,2,9,0.5144927536231884,2.0,0,0,0.748,0,0,0.0,,,,,,,66.0,0,0.4,0.0,0.0,,2,65.0,0.0,0.25,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,MarcTe0,1998,BAL,12,3,0,2,9,0.5144927536231884,2.0,0,0,0.748,0,0,0.0,,,,,,,67.0,0,0.375,0.0,0.0,,3,66.0,0.0,0.4,0.0,0.0,,2.0,65.0,0.0,0.25,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,MariRo0,2006,DET,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.375,0.0,0.313,0.0,57.0,0,0.1875,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MariRo0,2007,DET,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.375,0.0,0.313,0.0,58.0,0,0.4375,0.0,0.0,,2,57.0,0.0,0.1875,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,MariRo0,2008,DET,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.313,0.0,0.375,0.0,0.313,0.0,59.0,0,0.0,0.0,0.0,,3,58.0,0.0,0.4375,0.0,0.0,,2.0,57.0,0.0,0.1875,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,MariSt0,1997,SFO,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,42.0,3,0.8125,1.0,0.063,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MariSt0,1998,SFO,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,43.0,2,0.75,1.0,0.0,,2,42.0,3.0,0.8125,1.0,0.063,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,MariSt0,1999,SFO,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,44.0,0,0.25,0.0,0.0,,3,43.0,2.0,0.75,1.0,0.0,,2.0,42.0,3.0,0.8125,1.0,0.063,5.0,1.0,,,,,,,,,,,,,,
0,MariSt0,2000,SFO,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,45.0,0,0.375,0.0,0.02,7.0,4,44.0,0.0,0.25,0.0,0.0,,3.0,43.0,2.0,0.75,1.0,0.0,,2.0,42.0,3.0,0.8125,1.0,0.063,5.0,1.0,,,,,,,
0,MariSt0,2001,SFO,5,5,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,46.0,1,0.75,0.0,0.04,4.0,5,45.0,0.0,0.375,0.0,0.02,7.0,4.0,44.0,0.0,0.25,0.0,0.0,,3.0,43.0,2.0,0.75,1.0,0.0,,2.0,42.0,3.0,0.8125,1.0,0.063,5.0,1.0
1,MariSt0,2002,SFO,6,6,0,0,0,,0.0,0,0,0.0,0,0,,0.75,2.0,0.688,2.0,0.813,5.0,47.0,2,0.625,1.0,0.0,,6,46.0,1.0,0.75,0.0,0.04,4.0,5.0,45.0,0.0,0.375,0.0,0.02,7.0,4.0,44.0,0.0,0.25,0.0,0.0,,3.0,43.0,2.0,0.75,1.0,0.0,,2.0
0,MariSt0,2003,DET,7,1,0,1,6,0.59375,3.0,0,0,0.123,0,0,0.0,0.188,0.0,0.125,0.0,0.563,0.0,48.0,0,0.3125,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MariSt0,2004,DET,8,2,0,1,6,0.59375,3.0,0,0,0.123,0,0,0.0,0.188,0.0,0.125,0.0,0.563,0.0,49.0,0,0.375,0.0,0.0,,2,48.0,0.0,0.3125,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
1,MariSt0,2005,DET,9,3,0,1,6,0.59375,3.0,0,0,0.123,0,0,0.0,0.188,0.0,0.125,0.0,0.563,0.0,50.0,0,0.36363636363636365,0.0,0.0,,3,49.0,0.0,0.375,0.0,0.0,,2.0,48.0,0.0,0.3125,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,MarrDo0,2013,BUF,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.375,0.0,0.25,0.0,49.0,0,0.375,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MarrDo0,2014,BUF,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.375,0.0,0.25,0.0,50.0,0,0.5625,0.0,0.0,,2,49.0,0.0,0.375,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MarrDo0,2017,JAX,3,1,0,1,2,0.46875,0.0,0,0,0.0,0,0,2.0,0.188,0.0,0.313,0.0,0.188,0.0,53.0,3,0.625,2.0,0.04,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MarrDo0,2018,JAX,4,2,0,1,2,0.46875,0.0,0,0,0.0,0,0,2.0,0.188,0.0,0.313,0.0,0.188,0.0,54.0,0,0.3125,0.0,0.0,,2,53.0,3.0,0.625,2.0,0.04,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
0,MarrDo0,2019,JAX,5,3,0,1,2,0.46875,0.0,0,0,0.0,0,0,2.0,0.188,0.0,0.313,0.0,0.188,0.0,55.0,0,0.375,0.0,0.0,,3,54.0,0.0,0.3125,0.0,0.0,,2.0,53.0,3.0,0.625,2.0,0.04,3.0,1.0,,,,,,,,,,,,,,
1,MarrDo0,2020,JAX,6,4,0,1,2,0.46875,0.0,0,0,0.0,0,0,2.0,0.188,0.0,0.313,0.0,0.188,0.0,56.0,0,0.0625,0.0,0.0,,4,55.0,0.0,0.375,0.0,0.0,,3.0,54.0,0.0,0.3125,0.0,0.0,,2.0,53.0,3.0,0.625,2.0,0.04,3.0,1.0,,,,,,,
0,MartMi0,2000,STL,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.813,5.0,0.25,0.0,0.313,0.0,49.0,1,0.625,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MartMi0,2001,STL,2,2,0,0,0,,0.0,0,0,0.0,0,1,,0.813,5.0,0.25,0.0,0.313,0.0,50.0,4,0.875,2.0,0.0,,2,49.0,1.0,0.625,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,MartMi0,2002,STL,3,3,0,0,0,,0.0,0,0,0.0,0,1,,0.813,5.0,0.25,0.0,0.313,0.0,51.0,0,0.4375,0.0,0.0,,3,50.0,4.0,0.875,2.0,0.0,,2.0,49.0,1.0,0.625,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,MartMi0,2003,STL,4,4,0,0,0,,0.0,0,0,0.0,0,1,,0.813,5.0,0.25,0.0,0.313,0.0,52.0,2,0.75,0.0,0.0,,4,51.0,0.0,0.4375,0.0,0.0,,3.0,50.0,4.0,0.875,2.0,0.0,,2.0,49.0,1.0,0.625,0.0,0.0,,1.0,,,,,,,
0,MartMi0,2004,STL,5,5,0,0,0,,0.0,0,0,0.0,0,1,,0.813,5.0,0.25,0.0,0.313,0.0,53.0,2,0.5,1.0,0.0,,5,52.0,2.0,0.75,0.0,0.0,,4.0,51.0,0.0,0.4375,0.0,0.0,,3.0,50.0,4.0,0.875,2.0,0.0,,2.0,49.0,1.0,0.625,0.0,0.0,,1.0
1,MartMi0,2005,STL,6,6,0,0,0,,0.0,0,0,0.0,0,1,,0.813,5.0,0.25,0.0,0.313,0.0,54.0,0,0.4,0.0,0.0,,6,53.0,2.0,0.5,1.0,0.0,,5.0,52.0,2.0,0.75,0.0,0.0,,4.0,51.0,0.0,0.4375,0.0,0.0,,3.0,50.0,4.0,0.875,2.0,0.0,,2.0
1,MayoJe0,2024,NWE,1,1,1,0,0,,0.0,0,0,0.0,0,0,,0.235,0.0,0.471,0.0,0.588,1.0,38.0,0,0.23529411764705882,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,MazuJo0,1971,NWE,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.143,0.0,,,,,41.0,0,0.42857142857142855,0.0,0.04,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,McAdBe0,2016,NYG,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.375,0.0,0.438,0.0,39.0,1,0.6875,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,McAdBe0,2017,NYG,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.375,0.0,0.375,0.0,0.438,0.0,40.0,0,0.16666666666666666,0.0,0.0,,2,39.0,1.0,0.6875,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,McCaDo0,1970,BAL,1,1,0,0,0,,0.0,0,0,0.0,1,1,,,,,,,,49.0,5,0.8461538461538461,3.0,0.016,6.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,McCaDo0,1971,BAL,2,2,0,0,0,,0.0,0,0,0.0,1,1,,,,,,,,50.0,3,0.7142857142857143,1.0,0.013,8.0,2,49.0,5.0,0.8461538461538461,3.0,0.016,6.0,1.0,,,,,,,,,,,,,,,,,,,,,
1,McCaDo0,1973,DET,3,1,0,1,2,0.7777777777777778,4.0,1,1,0.028999999999999998,1,1,1.0,0.607,0.0,0.538,0.0,0.714,2.0,52.0,0,0.46153846153846156,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,McCaMi0,2006,GNB,1,1,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,1.0,0.625,2.0,43.0,0,0.5,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,McCaMi0,2007,GNB,2,2,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,1.0,0.625,2.0,44.0,3,0.8125,1.0,0.3,2.0,2,43.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,
0,McCaMi0,2008,GNB,3,3,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,1.0,0.625,2.0,45.0,0,0.375,0.0,0.0,,3,44.0,3.0,0.8125,1.0,0.3,2.0,2.0,43.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,,,,,,,,
0,McCaMi0,2009,GNB,4,4,0,0,0,,0.0,0,0,0.0,0,0,,0.25,0.0,0.625,1.0,0.625,2.0,46.0,1,0.6875,0.0,0.0,,4,45.0,0.0,0.375,0.0,0.0,,3.0,44.0,3.0,0.8125,1.0,0.3,2.0,2.0,43.0,0.0,0.5,0.0,0.0,,1.0,,,,,,,
0,McCaMi0,2010,GNB,5,5,0,0,0,,0.0,0,0,0.0,1,1,,0.25,0.0,0.625,1.0,0.625,2.0,47.0,5,0.625,4.0,0.0,,5,46.0,1.0,0.6875,0.0,0.0,,4.0,45.0,0.0,0.375,0.0,0.0,,3.0,44.0,3.0,0.8125,1.0,0.3,2.0,2.0,43.0,0.0,0.5,0.0,0.0,,1.0
0,McCaMi0,2011,GNB,6,6,0,0,0,,0.0,0,0,0.0,1,1,,0.25,0.0,0.625,1.0,0.625,2.0,48.0,2,0.9375,0.0,0.06,2.0,6,47.0,5.0,0.625,4.0,0.0,,5.0,46.0,1.0,0.6875,0.0,0.0,,4.0,45.0,0.0,0.375,0.0,0.0,,3.0,44.0,3.0,0.8125,1.0,0.3,2.0,2.0
0,McCaMi0,2012,GNB,7,7,0,0,0,,0.0,0,0,0.0,1,1,,0.25,0.0,0.625,1.0,0.625,2.0,49.0,2,0.6875,1.0,0.0,,7,48.0,2.0,0.9375,0.0,0.06,2.0,6.0,47.0,5.0,0.625,4.0,0.0,,5.0,46.0,1.0,0.6875,0.0,0.0,,4.0,45.0,0.0,0.375,0.0,0.0,,3.0
0,McCaMi0,2013,GNB,8,8,0,0,0,,0.0,0,0,0.0,1,1,,0.25,0.0,0.625,1.0,0.625,2.0,50.0,1,0.5333333333333333,0.0,0.0,,8,49.0,2.0,0.6875,1.0,0.0,,7.0,48.0,2.0,0.9375,0.0,0.06,2.0,6.0,47.0,5.0,0.625,4.0,0.0,,5.0,46.0,1.0,0.6875,0.0,0.0,,4.0
