,fired,year,tm,id,age,round,win_pct,w_plyf,exp,tenure,tenure_over_500,tenure_w_plyf,tenure_coy_share,exp_coy_share,srs,ou,gm,owner,coy_share,coy_rank,poc,delta_1yr_win_pct,delta_2yr_win_pct,delta_3yr_win_pct,delta_1yr_plyf,delta_2yr_plyf,delta_3yr_plyf,pred,prob,name,team,win_pct_proj,color1,color2,wins,losses,l_plyf,ou_line
810,0,2000,DEN,ShanMi0,48,1.0,0.688,0.0,8,6,32,7.0,0.257,0.257,5.0,1.0,-1,1,0.02,8,0,0.313,-0.187,-0.062,1,-4,-4,0,0.12,Mike Shanahan,DEN,0.688,002244,FB4F14,11,5,1,10.0
811,0,2000,CHI,JaurDi0,50,0.0,0.313,0.0,2,2,-10,0.0,0.0,0.0,-6.3,-3.0,1,1,0.0,0,0,-0.062,0.063,0.063,0,0,0,0,0.32,Dick Jauron,CHI,0.313,0B162A,C83803,5,11,0,8.0
812,0,2000,PHI,ReidAn0,42,2.0,0.688,1.0,2,2,0,1.0,0.19,0.19,3.1,3.5,1,1,0.19,2,0,0.375,0.5,0.282,2,2,2,0,0.0,Andy Reid,PHI,0.688,004953,A5ACAF,11,5,1,7.5
813,0,2000,DAL,CampDa0,53,0.0,0.412,0.0,1,1,-6,0.0,0.0,0.0,-4.6,-3.0,0,0,0.0,0,0,-0.294,-0.294,-0.294,-1,-2,-1,0,0.28,Dave Campo,DAL,0.313,002244,B0B7BC,5,11,0,8.0
814,0,2000,NYG,FassJi0,51,4.0,0.75,2.0,4,4,11,2.0,0.457,0.457,2.4,4.5,-1,1,0.04,3,0,0.312,0.25,0.094,4,4,3,0,0.01,Jim Fassel,NYG,0.75,0B2265,A71930,12,4,1,7.5
815,0,2000,IND,MoraJi0,65,1.0,0.625,0.0,14,3,4,0.0,0.37,1.305,7.9,-0.5,1,1,0.0,0,0,-0.188,0.437,0.437,-1,1,1,0,0.07,Jim Mora,CLT,0.625,002C5F,A5ACAF,10,6,1,10.5
816,0,2000,NOR,HaslJi0,45,2.0,0.222,1.0,1,1,4,1.0,0.61,0.61,0.9,3.5,0,0,0.61,1,0,-0.307,-0.19,-0.307,0,0,0,0,0.01,Jim Haslett,NOR,0.625,9F8958,000000,10,6,1,6.5
817,1,2000,KAN,CunnGu0,54,0.0,0.438,0.0,2,2,0,0.0,0.0,0.0,0.6,-1.0,0,0,0.0,0,0,-0.125,0.0,-0.375,0,0,-2,0,0.35,Gunther Cunningham,KAN,0.438,E31837,FFB612,7,9,0,8.0
818,0,2000,GNB,SherMi0,46,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,2.5,1.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.22,Mike Sherman,GNB,0.563,203731,FFB612,9,7,0,8.0
819,0,2000,NWE,BeliBi0,48,0.0,0.235,0.0,6,1,-6,0.0,0.0,0.059,-2.5,-2.5,1,1,0.0,0,0,0.0,-0.236,-0.353,0,0,-1,0,0.4,Bill Belichick,NWE,0.313,002244,C60C30,5,11,0,7.5
820,0,2000,TEN,FishJe0,42,2.0,0.813,0.0,7,4,20,3.0,0.09,0.09,8.3,2.5,1,1,0.04,4,0,0.0,0.313,0.313,-2,2,2,0,0.02,Jeff Fisher,OTI,0.813,002244,4B92DB,13,3,1,10.5
821,1,2000,ARI,TobiVi0,57,0.0,0.286,0.0,5,5,-15,1.0,0.0,0.0,-15.2,-4.0,0,0,0.0,0,0,-0.089,-0.277,0.036,0,-2,0,1,0.74,Vince Tobin,CRD,0.286,97233F,FFB612,2,5,0,6.0
822,0,2000,SEA,HolmMi0,52,0.0,0.375,0.0,9,2,-2,0.0,0.0,0.154,-3.7,-2.0,1,1,0.0,0,0,-0.188,-0.125,-0.125,-1,0,0,0,0.22,Mike Holmgren,SEA,0.375,002244,69BE28,6,10,0,8.0
823,0,2000,OAK,GrudJo0,37,3.0,0.75,1.0,3,3,8,1.0,0.04,0.04,9.7,3.0,1,1,0.04,5,0,0.25,0.25,0.5,3,3,3,0,0.03,Jon Gruden,RAI,0.75,A5ACAF,000000,12,4,1,9.0
824,0,1999,ARI,TobiVi0,56,0.0,0.375,0.0,4,4,-12,1.0,0.0,0.0,-8.8,-2.0,0,0,0.0,0,0,-0.188,0.125,-0.063,-2,0,0,1,0.54,Vince Tobin,CRD,0.375,97233F,FFB612,6,10,0,8.0
825,0,1999,IND,MoraJi0,64,2.0,0.813,0.0,13,2,0,0.0,0.37,1.305,6.1,6.5,1,1,0.37,2,0,0.625,0.625,0.25,2,2,1,0,0.07,Jim Mora,CLT,0.813,002C5F,A5ACAF,13,3,1,6.5
826,0,1999,WAS,TurnNo0,47,2.0,0.625,1.0,6,6,-11,1.0,0.0,0.0,2.9,2.0,1,-1,0.0,0,0,0.25,0.094,0.062,2,2,2,0,0.2,Norv Turner,WAS,0.625,773141,FFB612,10,6,1,8.0
827,0,1999,NYG,FassJi0,50,0.0,0.438,0.0,3,3,3,0.0,0.417,0.417,-3.0,-1.0,-1,1,0.0,0,0,-0.062,-0.218,0.063,0,-1,0,0,0.31,Jim Fassel,NYG,0.438,0B2265,A71930,7,9,0,8.0
828,0,1999,DET,RossBo0,64,1.0,0.5,0.0,8,3,-4,0.0,0.0,0.253,1.9,2.5,1,1,0.0,0,0,0.187,-0.063,0.187,1,0,1,0,0.08,Bobby Ross,DET,0.5,005A8B,B0B7BC,8,8,1,5.5
829,0,1999,ATL,ReevDa0,55,0.0,0.313,0.0,19,3,4,2.0,0.5,1.851,-7.1,-5.0,-1,1,0.0,0,0,-0.562,-0.125,0.125,-4,0,0,0,0.37,Dan Reeves,ATL,0.313,A71930,A5ACAF,5,11,0,10.0
830,0,1999,SEA,HolmMi0,51,1.0,0.0,0.0,8,1,2,0.0,0.0,0.154,4.5,-0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.01,Mike Holmgren,SEA,0.563,002244,69BE28,9,7,1,9.5
831,1,1999,NOR,DitkMi0,60,0.0,0.188,0.0,14,3,-18,0.0,0.0,1.381,-12.1,-3.5,1,1,0.0,0,0,-0.187,-0.187,0.0,0,0,0,1,0.83,Mike Ditka,NOR,0.188,9F8958,000000,3,13,0,6.5
832,0,1999,CIN,CoslBr0,53,0.0,0.25,0.0,8,4,-15,0.0,0.0,0.0,-11.5,-1.5,0,0,0.0,0,0,0.062,-0.188,-0.25,0,0,0,1,0.64,Bruce Coslet,CIN,0.25,FB4F14,000000,4,12,0,5.5
833,0,1999,TAM,DungTo0,44,3.0,0.688,1.0,4,4,6,2.0,0.167,0.167,2.6,1.5,1,1,0.0,0,1,0.188,0.063,0.313,3,1,3,0,0.0,Tony Dungy,TAM,0.688,D50A0A,34302B,11,5,1,9.5
834,0,1999,MIN,GreeDe0,50,2.0,0.625,1.0,8,8,34,3.0,0.41,0.41,4.4,-1.5,-1,-1,0.0,0,1,-0.313,0.062,0.062,-1,0,1,0,0.09,Dennis Green,MIN,0.625,4F2683,FFC62F,10,6,1,11.5
835,0,1999,CLE,PalmCh0,50,0.0,0.0,0.0,1,1,-12,0.0,0.0,0.0,-14.1,-3.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.32,Chris Palmer,CLE,0.125,FB4F14,22150C,2,14,0,5.0
836,0,1999,PHI,ReidAn0,41,0.0,0.0,0.0,1,1,-6,0.0,0.0,0.0,-4.2,0.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.02,Andy Reid,PHI,0.313,004953,A5ACAF,5,11,0,5.0
837,0,1999,PIT,CowhBi0,42,0.0,0.375,0.0,8,8,26,5.0,0.689,0.689,-2.4,-2.5,1,1,0.0,0,0,-0.063,-0.313,-0.25,0,-3,-2,0,0.25,Bill Cowher,PIT,0.375,FFB612,C60C30,6,10,0,8.5
838,1,1999,GNB,RhodRa0,49,0.0,0.0,0.0,5,1,0,0.0,0.0,0.273,1.6,-2.5,0,0,0.0,0,1,0.0,0.0,0.0,0,0,0,0,0.29,Ray Rhodes,GNB,0.5,203731,FFB612,8,8,0,10.5
839,1,1999,NWE,CarrPe0,48,0.0,0.5,0.0,4,3,6,1.0,0.0,0.0,2.2,0.0,1,1,0.0,0,0,-0.063,-0.125,-0.188,-1,-2,-4,0,0.09,Pete Carroll,NWE,0.5,002244,C60C30,8,8,0,8.0
840,0,1999,DEN,ShanMi0,47,0.0,0.375,0.0,7,5,26,7.0,0.237,0.237,3.4,-4.5,-1,1,0.0,0,0,-0.5,-0.375,-0.438,-5,-5,-2,0,0.34,Mike Shanahan,DEN,0.375,002244,FB4F14,6,10,0,10.5
841,0,1999,OAK,GrudJo0,36,0.0,0.5,0.0,2,2,0,0.0,0.0,0.0,6.8,2.0,1,1,0.0,0,0,0.0,0.25,0.062,0,0,0,0,0.06,Jon Gruden,RAI,0.5,A5ACAF,000000,8,8,0,6.0
842,0,1999,CHI,JaurDi0,49,0.0,0.333,0.0,1,1,-4,0.0,0.0,0.0,-2.0,1.0,1,1,0.0,0,0,-0.079,0.157,-0.02,0,0,0,0,0.01,Dick Jauron,CHI,0.375,0B162A,C83803,6,10,0,5.0
843,0,1999,KAN,CunnGu0,53,0.0,0.0,0.0,1,1,2,0.0,0.0,0.0,6.8,0.5,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.36,Gunther Cunningham,KAN,0.563,E31837,FFB612,9,7,0,8.5
844,0,1999,TEN,FishJe0,41,4.0,0.813,3.0,6,3,10,3.0,0.05,0.05,1.0,4.0,1,1,0.05,3,0,0.313,0.313,0.313,4,4,4,0,0.04,Jeff Fisher,OTI,0.813,002244,4B92DB,13,3,1,9.0
845,0,1999,BUF,PhilWa0,52,1.0,0.688,0.0,5,2,10,0.0,0.0,0.0,7.1,2.0,1,1,0.0,0,0,0.063,0.313,0.063,0,1,0,0,0.01,Wade Phillips,BUF,0.688,00338D,C60C30,11,5,1,9.0
846,1,1999,DAL,GailCh0,47,1.0,0.5,0.0,2,2,4,0.0,0.0,0.0,3.1,-0.5,0,0,0.0,0,0,-0.125,0.125,-0.125,0,1,-1,0,0.09,Chan Gailey,DAL,0.5,002244,B0B7BC,8,8,1,8.5
847,0,1999,BAL,BillBr0,45,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.9,1.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.05,Brian Billick,RAV,0.5,241773,9E7C0C,8,8,0,6.5
848,0,1999,SFO,MariSt0,44,0.0,0.25,0.0,3,3,10,2.0,0.063,0.063,-11.3,-6.5,-1,1,0.0,0,0,-0.5,-0.563,-0.5,-2,-3,-2,1,0.58,Steve Mariucci,SFO,0.25,AA0000,B3995D,4,12,0,10.5
849,0,1999,JAX,CougTo0,53,3.0,0.875,1.0,5,5,18,4.0,0.02,0.02,6.4,2.5,1,1,0.02,4,0,0.187,0.187,0.312,1,2,0,0,0.0,Tom Coughlin,JAX,0.875,006778,9F792C,14,2,1,11.5
850,0,1999,CAR,SeifGe0,59,0.0,0.0,0.0,9,1,0,0.0,0.0,0.629,-1.1,2.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.04,George Seifert,CAR,0.5,0085CA,BFC0BF,8,8,0,6.0
851,1,1999,STL,VermDi0,63,5.0,0.813,3.0,10,3,-4,3.0,0.55,0.979,11.9,7.5,1,1,0.55,1,0,0.563,0.5,0.438,5,5,5,0,0.04,Dick Vermeil,RAM,0.813,002244,B3995D,13,3,0,5.5
852,0,1999,NYJ,ParcBi0,58,0.0,0.5,0.0,15,3,10,1.0,0.264,1.359,3.1,-2.5,1,1,0.01,5,0,-0.25,-0.063,0.437,-3,0,0,0,0.08,Bill Parcells,NYJ,0.5,203731,000000,8,8,0,10.5
853,0,1999,SDG,RileMi0,46,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-1.0,2.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.03,Mike Riley,SDG,0.5,002244,0073CF,8,8,0,6.0
854,1,1999,MIA,JohnJi0,56,2.0,0.563,1.0,9,4,8,2.0,0.021,0.438,1.9,-1.0,1,1,0.0,0,0,-0.062,0.0,0.063,0,1,2,0,0.02,Jimmy Johnson,MIA,0.563,008E97,F58220,9,7,1,10.0
855,0,1998,IND,MoraJi0,63,0.0,0.0,0.0,12,1,-10,0.0,0.0,0.935,-5.4,-2.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.48,Jim Mora,CLT,0.188,002C5F,A5ACAF,3,13,0,5.5
856,0,1998,DEN,ShanMi0,46,5.0,0.875,3.0,6,4,30,7.0,0.237,0.237,8.9,3.0,1,1,0.0,0,0,0.125,0.062,0.375,0,3,5,0,0.0,Mike Shanahan,DEN,0.875,002244,FB4F14,14,2,0,11.0
857,1,1998,GNB,HolmMi0,50,1.0,0.688,0.0,7,7,38,9.0,0.154,0.154,5.0,-0.5,1,1,0.0,0,0,-0.125,-0.125,0.0,-3,-4,-2,0,0.14,Mike Holmgren,GNB,0.688,203731,FFB612,11,5,1,11.5
858,0,1998,ATL,ReevDa0,54,4.0,0.875,2.0,18,2,10,2.0,0.5,1.851,10.0,7.0,-1,1,0.5,1,0,0.437,0.687,0.312,4,4,3,0,0.07,Dan Reeves,ATL,0.875,A71930,A5ACAF,14,2,1,7.0
859,0,1998,CIN,CoslBr0,52,0.0,0.188,0.0,7,3,-7,0.0,0.0,0.0,-11.0,-4.0,0,0,0.0,0,0,-0.25,-0.312,-0.25,0,0,0,1,0.7,Bruce Coslet,CIN,0.188,FB4F14,000000,3,13,0,7.0
860,0,1998,DAL,GailCh0,46,1.0,0.412,0.0,1,1,4,0.0,0.0,0.0,3.5,1.5,0,0,0.0,0,0,-0.294,-0.294,-0.294,-1,-2,-1,0,0.11,Chan Gailey,DAL,0.625,002244,B0B7BC,10,6,1,8.5
861,0,1998,JAX,CougTo0,52,2.0,0.688,1.0,4,4,6,3.0,0.0,0.0,2.5,0.5,1,1,0.0,0,0,0.0,0.125,0.438,1,-1,2,0,0.01,Tom Coughlin,JAX,0.688,006778,9F792C,11,5,1,10.5
862,0,1998,KAN,SchoMa0,55,0.0,0.438,0.0,15,10,43,3.0,0.56,0.786,-3.1,-3.5,1,1,0.0,0,0,-0.375,-0.125,-0.375,-2,0,-2,0,0.24,Marty Schottenheimer,KAN,0.438,E31837,FFB612,7,9,0,10.5
863,0,1998,TEN,FishJe0,40,0.0,0.5,0.0,5,2,0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0,0.0,0.0,0.062,0,0,0,0,0.06,Jeff Fisher,OTI,0.5,002244,4B92DB,8,8,0,8.0
864,1,1998,SEA,EricDe0,51,0.0,0.5,0.0,4,4,-2,0.0,0.0,0.0,1.5,-0.5,0,0,0.0,0,0,0.0,0.062,0.0,0,0,0,0,0.09,Dennis Erickson,SEA,0.5,002244,69BE28,8,8,0,8.5
865,0,1998,SFO,MariSt0,43,2.0,0.75,1.0,2,2,18,2.0,0.063,0.063,10.6,0.5,-1,1,0.0,0,0,-0.063,0.0,0.062,-1,0,0,0,0.07,Steve Mariucci,SFO,0.75,AA0000,B3995D,12,4,1,11.5
866,0,1998,NOR,DitkMi0,59,0.0,0.375,0.0,13,2,-8,0.0,0.0,1.381,0.1,0.5,1,1,0.0,0,0,0.0,0.187,-0.063,0,0,0,0,0.09,Mike Ditka,NOR,0.375,9F8958,000000,6,10,0,5.5
867,0,1998,NYJ,ParcBi0,57,3.0,0.75,1.0,14,2,10,1.0,0.254,1.349,11.2,3.5,1,1,0.191,3,0,0.187,0.687,0.562,3,3,3,0,0.03,Bill Parcells,NYJ,0.75,203731,000000,12,4,1,8.5
868,1,1998,CHI,WannDa0,46,0.0,0.25,0.0,6,6,-16,1.0,0.249,0.249,-3.7,-1.0,-1,1,0.0,0,0,0.0,-0.188,-0.313,0,0,0,1,0.61,Dave Wannstedt,CHI,0.25,0B162A,C83803,4,12,0,5.0
869,0,1998,NYG,FassJi0,49,0.0,0.5,0.0,2,2,5,0.0,0.417,0.417,-3.2,0.5,-1,1,0.0,0,0,-0.156,0.125,0.187,-1,0,0,0,0.07,Jim Fassel,NYG,0.5,0B2265,A71930,8,8,0,7.5
870,1,1998,PHI,RhodRa0,48,0.0,0.188,0.0,4,4,-5,1.0,0.273,0.273,-12.8,-3.5,0,0,0.0,0,1,-0.218,-0.437,-0.437,0,-1,-2,1,0.54,Ray Rhodes,PHI,0.188,004953,A5ACAF,3,13,0,6.5
871,0,1998,STL,VermDi0,62,0.0,0.25,0.0,9,2,-14,0.0,0.0,0.429,-2.3,-2.5,1,1,0.0,0,0,-0.063,-0.125,-0.188,0,0,0,1,0.59,Dick Vermeil,RAM,0.25,002244,B3995D,4,12,0,6.5
872,1,1998,CAR,CapeDo0,48,0.0,0.25,0.0,4,4,-4,1.0,0.959,0.959,-1.3,-4.0,0,0,0.0,0,0,-0.188,-0.5,-0.188,0,-3,0,0,0.36,Dom Capers,CAR,0.25,0085CA,BFC0BF,4,12,0,8.0
873,1,1998,BAL,MarcTe0,67,0.0,0.375,0.0,12,7,-7,0.0,0.672,0.748,-5.4,-1.0,-1,-1,0.0,0,0,-0.031,0.125,0.375,0,0,0,0,0.3,Ted Marchibroda,RAV,0.375,241773,9E7C0C,6,10,0,7.0
874,0,1998,BUF,PhilWa0,51,1.0,0.0,0.0,4,1,4,0.0,0.0,0.0,5.2,3.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.03,Wade Phillips,BUF,0.625,00338D,C60C30,10,6,1,6.5
875,0,1998,WAS,TurnNo0,46,0.0,0.375,0.0,5,5,-15,0.0,0.0,0.0,-7.5,-3.0,1,-1,0.0,0,0,-0.156,-0.188,0.0,0,0,0,1,0.62,Norv Turner,WAS,0.375,773141,FFB612,6,10,0,9.0
876,0,1998,NWE,CarrPe0,47,1.0,0.563,0.0,3,2,6,1.0,0.0,0.0,3.9,-1.0,1,1,0.0,0,0,-0.062,-0.125,0.188,-1,-3,1,0,0.24,Pete Carroll,NWE,0.563,002244,C60C30,9,7,1,10.0
877,0,1998,ARI,TobiVi0,55,2.0,0.563,1.0,3,3,-8,1.0,0.0,0.0,-7.4,1.5,0,0,0.0,0,0,0.313,0.125,0.313,2,2,2,0,0.32,Vince Tobin,CRD,0.563,97233F,FFB612,9,7,1,7.5
878,0,1998,MIA,JohnJi0,55,2.0,0.625,1.0,8,3,6,1.0,0.021,0.438,5.9,1.0,1,1,0.0,0,0,0.062,0.125,0.062,1,2,1,0,0.0,Jimmy Johnson,MIA,0.625,008E97,F58220,10,6,1,9.0
879,0,1998,TAM,DungTo0,43,0.0,0.5,0.0,3,3,0,1.0,0.167,0.167,1.3,-1.5,1,1,0.0,0,1,-0.125,0.125,0.062,-2,0,0,0,0.17,Tony Dungy,TAM,0.5,D50A0A,34302B,8,8,0,9.5
880,0,1998,OAK,GrudJo0,35,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,-5.6,1.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.14,Jon Gruden,RAI,0.5,A5ACAF,000000,8,8,0,6.5
881,0,1998,MIN,GreeDe0,49,3.0,0.938,1.0,7,7,30,2.0,0.41,0.41,14.9,6.5,1,-1,0.309,2,1,0.375,0.375,0.438,1,2,3,0,0.01,Dennis Green,MIN,0.938,4F2683,FFC62F,15,1,1,8.5
882,0,1998,DET,RossBo0,63,0.0,0.313,0.0,7,2,-4,0.0,0.0,0.253,-3.4,-3.5,1,1,0.0,0,0,-0.25,0.0,-0.312,-1,0,-1,1,0.52,Bobby Ross,DET,0.313,005A8B,B0B7BC,5,11,0,8.5
883,0,1998,PIT,CowhBi0,41,0.0,0.438,0.0,7,7,30,5.0,0.689,0.689,-3.8,-2.5,1,1,0.0,0,0,-0.25,-0.187,-0.25,-3,-2,-4,0,0.18,Bill Cowher,PIT,0.438,FFB612,C60C30,7,9,0,9.5
884,1,1997,IND,InfaLi0,57,0.0,0.188,0.0,6,2,-8,0.0,0.0,0.329,-4.3,-5.0,0,0,0.0,0,0,-0.375,-0.375,-0.312,-1,-3,0,1,0.52,Lindy Infante,CLT,0.188,002C5F,A5ACAF,3,13,0,8.0
885,0,1997,WAS,TurnNo0,45,0.0,0.531,0.0,4,4,-11,0.0,0.0,0.0,1.3,0.0,1,-1,0.0,0,0,-0.032,0.156,0.343,0,0,0,0,0.26,Norv Turner,WAS,0.531,773141,FFB612,8,7,0,8.0
886,0,1997,NYJ,ParcBi0,56,0.0,0.4,0.0,13,1,2,0.0,0.063,1.158,2.9,3.0,1,1,0.063,6,0,-0.012,-0.012,0.165,0,0,0,0,0.02,Bill Parcells,NYJ,0.563,203731,000000,9,7,0,6.0
887,0,1997,JAX,CougTo0,51,1.0,0.688,0.0,3,3,0,2.0,0.0,0.0,5.5,3.0,1,1,0.0,0,0,0.125,0.438,0.688,-2,1,1,0,0.04,Tom Coughlin,JAX,0.688,006778,9F792C,11,5,1,8.0
888,0,1997,MIA,JohnJi0,54,1.0,0.563,0.0,7,2,2,0.0,0.021,0.438,1.3,0.0,1,1,0.021,7,0,0.063,0.0,-0.062,1,0,-1,0,0.03,Jimmy Johnson,MIA,0.563,008E97,F58220,9,7,1,9.0
889,0,1997,CAR,CapeDo0,47,0.0,0.438,0.0,3,3,4,1.0,0.959,0.959,-3.6,-3.0,0,0,0.0,0,0,-0.312,0.0,0.438,-3,0,0,0,0.2,Dom Capers,CAR,0.438,0085CA,BFC0BF,7,9,0,10.0
890,0,1997,PIT,CowhBi0,40,3.0,0.688,1.0,6,6,32,5.0,0.689,0.689,5.3,2.0,1,1,0.063,4,0,0.063,0.0,-0.062,1,-1,0,0,0.01,Bill Cowher,PIT,0.688,FFB612,C60C30,11,5,1,9.0
891,0,1997,SFO,MariSt0,42,3.0,0.0,1.0,1,1,10,1.0,0.063,0.063,5.1,2.0,1,1,0.063,5,0,0.0,0.0,0.0,0,0,0,0,0.0,Steve Mariucci,SFO,0.813,AA0000,B3995D,13,3,1,11.0
892,0,1997,ATL,ReevDa0,53,0.0,0.0,0.0,17,1,-2,0.0,0.0,1.351,-4.2,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.17,Dan Reeves,ATL,0.438,A71930,A5ACAF,7,9,0,6.0
893,0,1997,CIN,CoslBr0,51,0.0,0.438,0.0,6,2,3,0.0,0.0,0.0,-2.2,-1.5,0,0,0.0,0,0,-0.062,0.0,0.25,0,0,0,0,0.28,Bruce Coslet,CIN,0.438,FB4F14,000000,7,9,0,8.5
894,0,1997,MIN,GreeDe0,48,2.0,0.563,1.0,6,6,16,1.0,0.101,0.101,-0.1,1.0,1,1,0.0,0,1,0.0,0.063,-0.062,1,2,1,0,0.08,Dennis Green,MIN,0.563,4F2683,FFC62F,9,7,1,8.0
895,0,1997,BAL,MarcTe0,66,0.0,0.406,0.0,11,6,-3,0.0,0.672,0.748,-0.6,-1.0,-1,-1,0.0,0,0,0.156,0.406,0.406,0,0,0,0,0.2,Ted Marchibroda,RAV,0.406,241773,9E7C0C,6,9,0,7.0
896,0,1997,PHI,RhodRa0,47,0.0,0.406,0.0,3,3,5,1.0,0.273,0.273,-3.0,-3.0,0,0,0.0,0,1,-0.219,-0.219,-0.032,-1,-2,0,0,0.23,Ray Rhodes,PHI,0.406,004953,A5ACAF,6,9,0,9.0
897,0,1997,NWE,CarrPe0,46,2.0,0.235,1.0,2,1,4,1.0,0.0,0.0,5.3,0.5,1,1,0.0,0,0,0.0,-0.236,-0.353,0,0,-1,0,0.03,Pete Carroll,NWE,0.625,002244,C60C30,10,6,1,9.5
898,0,1997,ARI,TobiVi0,54,0.0,0.25,0.0,2,2,-10,0.0,0.0,0.0,-6.4,-2.5,0,0,0.0,0,0,-0.188,0.0,-0.25,0,0,0,0,0.43,Vince Tobin,CRD,0.25,97233F,FFB612,4,12,0,6.5
899,1,1997,OAK,BugeJo0,57,0.0,0.0,0.0,5,1,-8,0.0,0.0,0.0,-5.1,-5.0,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.49,Joe Bugel,RAI,0.25,A5ACAF,000000,4,12,0,9.0
900,0,1997,STL,VermDi0,61,0.0,0.0,0.0,8,1,-6,0.0,0.0,0.429,-4.0,-1.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.21,Dick Vermeil,RAM,0.313,002244,B3995D,5,11,0,6.5
901,0,1997,TAM,DungTo0,42,2.0,0.625,1.0,2,2,0,1.0,0.167,0.167,2.7,3.0,1,1,0.167,3,1,0.25,0.187,0.25,2,2,2,0,0.0,Tony Dungy,TAM,0.625,D50A0A,34302B,10,6,1,7.0
902,0,1997,TEN,FishJe0,39,0.0,0.0,0.0,4,1,0,0.0,0.0,0.0,1.7,0.5,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.05,Jeff Fisher,OTI,0.5,002244,4B92DB,8,8,0,7.5
903,0,1997,DET,RossBo0,62,1.0,0.0,0.0,6,1,2,0.0,0.0,0.253,4.0,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.04,Bobby Ross,DET,0.563,005A8B,B0B7BC,9,7,1,8.0
904,0,1997,NYG,FassJi0,48,1.0,0.0,0.0,1,1,5,0.0,0.417,0.417,1.5,3.0,1,1,0.417,1,0,0.0,0.0,0.0,0,0,0,0,0.0,Jim Fassel,NYG,0.656,0B2265,A71930,10,5,1,7.0
905,1,1997,DAL,SwitBa0,60,0.0,0.375,0.0,4,4,16,5.0,0.031,0.031,-0.8,-4.5,0,0,0.0,0,0,-0.25,-0.375,-0.375,-2,-5,-3,0,0.22,Barry Switzer,DAL,0.375,002244,B0B7BC,6,10,0,10.5
906,0,1997,SDG,GilbKe0,46,0.0,0.0,0.0,1,1,-8,0.0,0.0,0.0,-8.9,-3.5,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.49,Kevin Gilbride,SDG,0.25,002244,0073CF,4,12,0,7.5
907,0,1997,KAN,SchoMa0,54,2.0,0.813,0.0,14,9,45,3.0,0.56,0.786,8.4,5.0,1,1,0.208,2,0,0.25,0.0,0.25,2,0,1,0,0.0,Marty Schottenheimer,KAN,0.813,E31837,FFB612,13,3,1,8.0
908,0,1997,DEN,ShanMi0,45,5.0,0.75,4.0,5,3,18,4.0,0.237,0.237,10.7,1.5,1,1,0.0,0,0,-0.063,0.25,0.312,3,5,5,0,0.02,Mike Shanahan,DEN,0.75,002244,FB4F14,12,4,0,10.5
909,0,1997,GNB,HolmMi0,49,4.0,0.813,2.0,6,6,32,9.0,0.154,0.154,7.7,1.0,1,1,0.0,0,0,0.0,0.125,0.25,-1,1,2,0,0.01,Mike Holmgren,GNB,0.813,203731,FFB612,13,3,1,12.0
910,0,1997,CHI,WannDa0,45,0.0,0.25,0.0,5,5,-8,1.0,0.249,0.249,-8.5,-3.5,-1,1,0.0,0,0,-0.188,-0.313,-0.313,0,0,-2,1,0.52,Dave Wannstedt,CHI,0.25,0B162A,C83803,4,12,0,7.5
911,0,1997,SEA,EricDe0,50,0.0,0.5,0.0,3,3,-2,0.0,0.0,0.0,0.1,-0.5,0,0,0.0,0,0,0.062,0.0,0.125,0,0,0,0,0.14,Dennis Erickson,SEA,0.5,002244,69BE28,8,8,0,8.5
912,0,1997,NOR,DitkMi0,58,0.0,0.222,0.0,12,1,-4,0.0,0.0,1.381,-7.4,0.0,1,1,0.0,0,0,-0.307,-0.19,-0.307,0,0,0,0,0.13,Mike Ditka,NOR,0.375,9F8958,000000,6,10,0,6.0
913,0,1997,BUF,LevyMa0,72,0.0,0.375,0.0,17,12,42,11.0,0.525,0.525,-4.5,-2.0,-1,1,0.0,0,0,-0.25,-0.25,-0.063,-1,-2,0,0,0.28,Marv Levy,BUF,0.375,00338D,C60C30,6,10,0,8.0
